"File","IsCityPage","WordCount","MissingTitle","MissingMetaDesc","MissingCanonical","H1Count","MissingH1","MultipleH1","ThinUnder200","HasGenericCitySentence","HasLetsTextBlock","FooterHash"
"index.html","False","1578","False","False","True","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"customer-service/index.html","False","271","False","False","False","1","False","False","False","True","False","9f4a4c1fac74e783574275e9e36fa74addeb71b3271848056a2a9b087f80c761"
"privacy-policy/index.html","False","161","False","True","True","1","False","False","True","True","False","9f4a4c1fac74e783574275e9e36fa74addeb71b3271848056a2a9b087f80c761"
"service-areas/adel-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/altoona-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/ames-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/ankeny-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/baxter-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/belle-plaine-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/bondurant-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/boone-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/carlisle-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/chariton-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/clive-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/colfax-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/corydon-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/dallas-center-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/des-moines-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/earlham-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/eldora-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/greenfield-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/grimes-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/grinnell-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/huxley-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/indianola-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/jefferson-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/johnston-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/knoxville-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/lynnville-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/madrid-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/marshalltown-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/melbourne-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/monroe-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/nevada-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/newton-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/norwalk-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/osceola-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/oskaloosa-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/pella-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/perry-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/pleasant-hill-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/polk-city-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/prairie-city-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/redfield-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/slater-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/story-city-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/stuart-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/sully-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/urbandale-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/van-meter-ia/index.html","True","1619","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/waukee-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/west-des-moines-ia/index.html","True","1622","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"service-areas/winterset-ia/index.html","True","1616","False","False","False","1","False","False","False","True","False","6d4eef2321336f4f6699cc2e9115de1d8deead028eac939ec8f09f1ef30507e0"
"terms-of-service/index.html","False","113","False","True","True","1","False","False","True","True","False","9f4a4c1fac74e783574275e9e36fa74addeb71b3271848056a2a9b087f80c761"
"thank-you/index.html","False","29","False","True","True","1","False","False","True","True","False","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"thanks/index.html","False","255","False","False","False","1","False","False","False","True","False","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"warranty/index.html","False","83","False","True","True","1","False","False","True","True","False","9f4a4c1fac74e783574275e9e36fa74addeb71b3271848056a2a9b087f80c761"
